Twitter Account,Twitter Handle,Content
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @0xSoju  @believeapp  and 2 others huge 1 412
ultra,@0x_ultra,"ultra @0x_ultra · May 23 Replying to  @cartist00 ofc can use, use all http://fluffle.tools however you want Fluffle Tools From fluffle.tools 1 1 50"
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @soon_svm  and  @HyperliquidX soon 545
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @michaelycrypto same same and cant even save drafts 1 1 80
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @Crypto_bn both 1 2 88
ultra,@0x_ultra,"ultra @0x_ultra · May 23 twitter, please im building something for the love of god dont have a meltdown rn 29 2 117 5.4K"
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @elyx0  and  @shawmakesmagic no i need the twitter auth callback (like when you login on privy via twitter) 1 80
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @shawmakesmagic bro im testing twitter login flow for an app im making rn and twitter infra decides to crumble down 1 3 560
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @Justzlz  and  @Bybit_Official i had to be polite 1 110
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @y0_berry  and  @Bybit_Official  life changing alfa 1 58
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @beast_ico  and  @fantasy_top_ thanks ser  it’s been super fun to see all of us grow alongside since kaito 1 2 303
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @proofofjake_  and  @fantasy_top_ wen tradeable tokenized Jake (slavery) 1 58
ultra,@0x_ultra,"ultra @0x_ultra · May 23 hey mom i made it, im now a hero on  @fantasy_top_    congrats to all the other familiar faces that made the selection! 51 14 241 8.7K"
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @0xcarnation  and  @megaeth_labs i expected a much more hornt submission from you ngl 1 7 577
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @0x5f_eth this post was sponsored by cursor gang 1 1 121
ultra,@0x_ultra,ultra @0x_ultra · May 23 Replying to  @spinxho_0x infinex mention 58
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @cremedupepe @glympsedotfun  @timedotfun  @infinex 1 51
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @DeeZe get pasternak’d 1 115
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @DeeZe You can just coin things 1 3 181
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @amycheeser  and  @0xjrey best couple on ct ily guys congrats!!! 1 3 280
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @710_eth oh? results are in? 1 3 143
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Crypto_wryta  @heyjxck_  and  @fantasy_top_ its both 1 1 27
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @apixtwts i think not announced?  @katexbt  must know 2 1 152
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @apixtwts very good question mr apix uhhhhhhh 1 178
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @taydotfun  and  @megaeth_labs ayo this is sick 2 593
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @redhairshanks86  and  @megaeth_labs @hotpot_dao  is one of the most caring, wholesome and clever founders I’ve had the chance to cross paths with  that alone should make you bullish mega 1 16 454"
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @lewifree will give it a try, can you actually do hybrid start with cursor, import in v0 and then continue with cursor? 2 104"
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @lewifree well same thing with cursor innit, that’s generally my workflow, code the data pipeline then lean more on ai for visualisation 1 1 89"
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @lewifree is v0 really that good for UI? never tried it always do all with cursor 1 1 99
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @HumzyTrades  and  @fantasy_top_ @glympsedotfun  @timedotfun  @infinex 1 3 107
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Nach_211  and  @cookiedotfun mmmmm cookie so good 1 3 213
ultra,@0x_ultra,ultra @0x_ultra · May 22 current yapper blunt rotation 46 12 240 11K
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @jojo17568  and  @Halko500k very real  seeing ai spit out hundreds of lines at a time makes you lazy to check what’s happening but you should always second doubt each decision (or ask it to self doubt) 1 1 62
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @jojo17568  and  @Halko500k that’s crazy  1 2 45
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @aztheknight real (sometimes) 1 131
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @eth_milano  @KaitoAI  and 8 others gmega 3 74
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @_gval either gemini max or claude 3.5 1 49
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @_gval sometimes writing all caps actually helps the ai give higher temperature results and find more creative ways to solve a problem 1 1 96
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Spirit0x_ blend 109
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @Halko500k ""please"" 1 2 157"
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Sentinel_CY cursor 1 97
ultra,@0x_ultra,ultra @0x_ultra · May 22 people asking me how to ship experiments fast; this is where everything starts from 28 2 105 5.5K
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @zeoracleee  and  @0xNairolf web3 specific vpns kinda help btw  use  @hoprnet  for safer rpc and maybe  @Hop_Network  when that comes out 1 4 65
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @0xNairolf only by choice when you click connect  imagine you open a link and immediately the app can read your wallet address + log all other info about you, just by opening link 2 12 435"
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @0xNairolf be careful what you wish for  it means it automatically leaks IP <> wallet connection 3 23 826
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @0xhantengri  and  @megaeth_labs this is so pretty 2 739
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @MegalioETH  and  @megaeth_labs megalio 4 759
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Siomayikan69  @oldmankotaro  and  @megaeth_labs eh if too many people access a gdrive via link it gets taken down 1 1 46
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Halko500k  and  @megaeth_labs is there anything you aren’t good at mr Halko? 1 4 770
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @wirelyss thanks for the boost ^^ 1 1 90
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @0xnobi  @believeapp  and  @flaunchgg huge (use flaunch) 1 2 152
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @trungfreetoken  and  @megaeth_labs comments, use the hashtag 1 283"
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @mooneynft  and  @megaeth_labs incredible 1 3 717
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @oldmankotaro  and  @megaeth_labs ooo if you know a good tool to gather submissions would be awesome 1 1 195
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @basitWeb3  and  @megaeth_labs omega 1 1 724
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @cheese_1889  and  @megaeth_labs omega 1 577
ultra,@0x_ultra,ultra @0x_ultra · May 22 im giving 5 SOL to the best logo design for fluffle tools  FT was launched 4mo ago but I’ve been putting off doing proper branding  now that it’s grown into the goto place to explore  @megaeth_labs  its time to take things a lil more seriously  you have a week from now to submit in Show more 137 33 279 20K
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @0xDeejay  and  @believeapp fair take 2 416
ultra,@0x_ultra,ultra @0x_ultra · May 22 wait what? DASHCOIN is now on the  @believeapp  app? 25 10 85 8.2K
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @twitt_tr actually i should maybe talk to you in dms 2 51
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @_machi47  @Halko500k  and  @believeapp it’s because i make requests from vercel serverless to the backend and the db takes a while to respond 1 47
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @BlurCrypto LMEOW 3 121
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @WazzCrypto  and  @believeapp that could have been me  1 8 1.3K
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @AzFlin just keep building in public 1 7 246
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Alvin0617  and  @believeapp thanks king! 880
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @basitWeb3  and  @believeapp 2 485
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @wettopx dm their team 1 92
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @d0uble07__  @believeapp  and  @grok pretty sure filter works as intended, do you mean you want me to add historical data search? 1 1 838"
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @Supriik_  and  @believeapp 77
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @gavelsvtw  and  @believeapp mega is the dream 1 2 95
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @0xNairolf  and  @believeapp was a big cook indeed 1 7 1.2K
ultra,@0x_ultra,ultra @0x_ultra · May 22 Replying to  @idiom_bytes  and  @believeapp thanks idiom 611
ultra,@0x_ultra,"ultra @0x_ultra · May 22 Replying to  @0x_ultra here's the breakdown ultra @0x_ultra · May 22 final numbers on my ""dashboard coining"" experience on @believeapp ($18.7M volume)  realized fees: ~500 SOL in fees received ~70 SOL in Axiom referral fees (450 refs)  unrealized fees: token portion of fees, unknown when released  costs: $450 vercel (i made retarded decisions with Show more 1 13 2.9K"
ultra,@0x_ultra,"ultra @0x_ultra · May 22 final numbers on my ""dashboard coining"" experience on  @believeapp  ($18.7M volume)  realized fees: ~500 SOL in fees received ~70 SOL in Axiom referral fees (450 refs)  unrealized fees: token portion of fees, unknown when released  costs: $450 vercel (i made retarded decisions with Show more 66 14 326 51K"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xnobi cookies 1 1 72
ultra,@0x_ultra,"ultra @0x_ultra · May 21 Replying to  @0xnobi babe oven's ready, time to get cookie'd 1 1 74"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @boopdotfun  and  @KaitoAI boop 2 6 1.2K
ultra,@0x_ultra,"ultra @0x_ultra · May 21 Replying to  @aibra  and  @cookiedotfun im curious to see that part too  but afaik they have paying customers for their marketing side of the tool, same-ish as kaito has kaito pro payers 1 65"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xhantengri  @cookiedotfun  and  @ki_young_ju gmega 1 2 78
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @nech_n_  and  @cookiedotfun internal info 1 41
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @aibra  and  @cookiedotfun yeah kaito has had a lot more time to fine tune and cookie is only starting now  when kaito dashboards are created the teams have to specify all sorts of keywords and stuff while for cookie afaik they only track mentions and tickers  it will take time but as a smallish team would Show more 1 5 206
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @nech_n_  and  @cookiedotfun that's for kaito pro 1 1 102
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @rippyfied  and  @cookiedotfun so far really good 1 2 102
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @iwantlamboape  and  @cookiedotfun so far they’ve done so via token staking  and don’t get me wrong i love both platforms  it’s just that cookie made tracking extremely more accessible now 1 5 148
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @gregohr12  and  @cookiedotfun no but i tried the  @Cookie3_com  platform 2 121
ultra,@0x_ultra,"ultra @0x_ultra · May 21 im so incredibly happy  @cookiedotfun  came out because it literally democratised access to mindshare rankings in a single day  what was gatekept behind a 150k/y price tag is now available to everyone, for free  new lego brick for projects unlocked 39 14 164 7.7K"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @knveth (they still robbed the token portion) 2 202
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @SmokeyTheBera bm 2 204
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @MajinBobo0x hi bobo 6 119
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @MMM_Solana  and  @Artistdaofun i got closer to 50% with this manual fix now (50% of 50%)  on a 360k total reported fees pool i made 23.5% ish of that 2 1 47
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @Gretitypeshit dm 1 137
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @gavelsvtw for the time being it’s every few minutes 1 1 55
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @iwantlamboape will likely see a second rally 1 2 163
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0x_ultra btw some birds are saying dexscreener will likely finally integrate DAMM v2 very soon (and believe has plans on upgrading to v2)  once that's done i have nothing bad left to say about believe  i think they'll do well soon 6 3 31 2K
ultra,@0x_ultra,ultra @0x_ultra · May 21 situation finally resolved  all SOL portion of fees has been paid out (while token half still pending)  if you still have outstanding unpaid fees get in contact with their team and they'll manually fix  the issue seems related to some rate limits they hit on the day everyone Show more Believe @believeapp · May 21 We’ve seen a lot of confusion around how to estimate fees — especially from those using the “LP Rewards” number shown on DEX Screener. That number can be misleading.  “LP Rewards” reflects the total rewards claimed across all liquidity pools tied to your coin — not just the Show more 21 6 90 13K
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @beast_ico you're everywhere 1 216
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @gavelsvtw we can only speculate rn but cookie good 1 15
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @mackan99 yeah feel like abstract is the EVM chain with most traction atm 1 1 164
ultra,@0x_ultra,"ultra @0x_ultra · May 21 if hypothetically someone had to launch an experimental coin: - which chain (& pool structure) would you choose - how much initial liquidity should you gather for the pair - would you distribute fees in TOKEN, NATIVE or a blend  asking for a friend 33 3 87 5K"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @hemic_ won’t be here for much longer but appreciate! will likely check out 沙溪 tomorrow 1 1 29
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @basitWeb3 if time allows 1 2 119
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @hemic_ good recc 1 83
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xUsamaro that’s crazy 1 1 94
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @leslieloser_ 嗯嗯 110
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @tezukaTez should! 136
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @ayvee_bera china welcomes you 1 2 164
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @lechriss17 if first time probably safe to just do Beijing / Shanghai / Guangdong bay area 1 3 125
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @BFreshHB not enough  i think its the US in dire need of some propaganda lately 3 172
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0x_ultra this is 大理 (aka dalifornia) btw 1 29 1.7K
ultra,@0x_ultra,ultra @0x_ultra · May 21 touched some more grass today  i love china so much its unreal 48 4 232 9.8K
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @splinter0n  and  @cookiedotfun hello there 2 2 63
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @apoorveth wen awesome 7702 repo 1 2 159
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xjvrsky gmega 1 1 59
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xmons yay 122
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xWenMoon 1 164
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @fwielanier  @KaitoAI  and  @cookiedotfun cookie gud 1 9 304
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xhantengri  and  @cookiedotfun would 1 76
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @elyx0  @KaitoAI  and  @cookiedotfun yes. 145
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @apixtwts  @KaitoAI  and  @cookiedotfun what’s making me think it might happen is that kaito already technically has loyalty mechanics (mostly for token holders and continued yappers)  wouldn’t take much to deboost loyalty if you also use competitors 1 2 101
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @apixtwts  @KaitoAI  and  @cookiedotfun real (hopefully we all can double dip and get riches from multiple places) 1 1 290
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xBobdbldr  and  @cookiedotfun bob gud 1 1 96
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @Alvin0617  and  @cookiedotfun gm alvin ^^ 38
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xParadoxxx  @KaitoAI  and  @cookiedotfun you can just say things 1 125
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @yawaradoteth  @KaitoAI  and  @cookiedotfun cookie is the real first competitor to kaito  wall chain is a bit of a toy 1 3 172
ultra,@0x_ultra,ultra @0x_ultra · May 21 the yap wars have begun  inb4  @KaitoAI  deboosts score if you talk about  @cookiedotfun  and vice versa 64 13 178 13K
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @Halko500k gmega 1 1 71
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @Onlycryptonopo2  and  @cookiedotfun nooo wtf i feel like we engage a lot 1 21
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @fimmonaci  and  @cookiedotfun gmega 1 70
ultra,@0x_ultra,"ultra @0x_ultra · May 21 Replying to  @0x_ultra  @ayvee_bera  and  @cookiedotfun but i feel like unlike kaito they’re not trying to hide the data, cookie dash is already good enough for most 1 51"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @ayvee_bera  and  @cookiedotfun soon hopefully 1 2 54
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @poopmandefi  and  @cookiedotfun http://cookie.fun ser 1 86
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xjiushi21  and  @cookiedotfun gmega 1 1 15
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xKaps  and  @cookiedotfun i already maxed out my 10  they only give 10 every 36 hours afaik 1 1 19
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @TheFluffleNFT so real 5 130
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @Halko500k  and  @cookiedotfun good tech 1 70
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @nikokampouris  and  @cookiedotfun niko gud account 1 92
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @10ksteve  and  @cookiedotfun actually from what I’ve seen backend side it might be even a lil more powerful 1 47
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @katexbt  and  @cookiedotfun gm kate 1 97
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0x_ultra btw i had the chance to test their  @Cookie3_com  platform and its an insane beast of a platform for marketers  never seen so much insights for projects in a single dash 1 19 1.3K
ultra,@0x_ultra,ultra @0x_ultra · May 21 gm to my top 100  loving the  @cookiedotfun  update 91 2 187 7.2K
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @Ru7Longcrypto lots of apes on svm confirmed 1 176
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @elyx0  @OstiumLabs  and  @megatruther >proceeds spending the next 12h trying to find hidden clues in the video 1 89
ultra,@0x_ultra,"ultra @0x_ultra · May 21 Replying to  @apoorveth why would you need to access L2 subdomains from an L1? don’t overcomplicate things, keep everything chain gated? 1 34"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @apoorveth still don’t understand why they went for such a complicated design for ENS  could have easily simplify and limited resolution to a single call 1 2 75
ultra,@0x_ultra,"ultra @0x_ultra · May 21 Replying to  @hotpot_dao could have been hey, bi 3 190"
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @0xFUXI i put in all i had 500-1000$ so not exactly zero but uhh 1 7 477
ultra,@0x_ultra,ultra @0x_ultra · May 21 Replying to  @AirmoneyDegn  and  @megaeth_labs wen degn mega skin i beg you 1 1 124
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Alvin0617  and  @megaeth_labs had to be done 3 134
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @oldmankotaro ZERO 3 60
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xFUXI  and  @megaeth_labs two steps ahead 4 167
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @chilla_ct  and  @megaeth_labs get fafel’d 1 102
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Barthazian  and  @soon_svm guess they have a deal yeah (but it’s temporary) 1 1 53
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @realchriswilder  and  @megaeth_labs you’re on there ser! 1 1 126
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xkeet  and  @megaeth_labs aaaa for now try to login as guest 1 107
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @gavelsvtw  @megaeth_labs  and  @0xBreadguy you get both or none sorry  most actually ask for the loaf part to be removed 1 21
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @nech_n_  and  @megaeth_labs ahahahah 1 1 133
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Barthazian  @megaeth_labs  and  @SirioApp can be added down the line!  @0xHeisenbruh 1 2 203
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xRiim  and  @megaeth_labs you can login as guest if DC doesn’t work  sadly been having some issues I still can’t solve with some specific accounts 1 71
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Moonshot211  and  @megaeth_labs keep clicking 3 377
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @soon_svm GSOON 1 96
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xHeisenbruh you can even do pixel art on it look at my smiley face 1 3 88
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @aztheknight  @Mega_Ecosystem  and  @megaeth_labs need to add more tiles so people can start doing pixel art lmeow 1 350
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @gavelsvtw  and  @megaeth_labs legends say if you collect all 1M  @0xBreadguy  appears next to your bed every night offering a freshly baked loaf 1 4 111
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Mega_Ecosystem  and  @megaeth_labs we’re back to cooking on mega 6 354
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xMCGeth  and  @megaeth_labs enjoy! 4 193
ultra,@0x_ultra,"ultra @0x_ultra · May 20 Introducing MegaETH Testnet Bingo on Fluffle Tools  Get your custom card, complete it while exploring the  @megaeth_labs  testnet and share it with your friends!  There’s now 27 tiles and more being added as new projects deploy on testnet  Get yours at http://bingo.fluffle.tools 97 63 349 21K"
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Uncle_bridge  and  @soon_svm the mainnet token is used for gas on the SVM roll up   on svmBNB you use BNB for gas so your users don’t sell BNB for SOL 1 1 23
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @yangl1996 gud optimization 1 5 388
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @FabiusDefi  and  @soon_svm true dat 48
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Ru7Longcrypto  and  @soon_svm soon 76
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xKnownxd  and  @soon_svm i own some SOON so yes pls  1 39
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xjiushi21  and  @soon_svm its over 1 1 39
ultra,@0x_ultra,"ultra @0x_ultra · May 20 the EVM and SVM are actually getting much more intertwined lately  via  @soon_svm  we now have svmBASE, svmETH and svmBNB which are essentially rollups settling on the respective L1/L2s  chains can now attract SVM developers and users without leaking value to SOL since the gas Show more SOON - Solana Optimistic Network (Mainnet Arc) @soon_svm · May 19 Go check your airdrop. But read the letter first.   The Time is SOON.  https://airdrop.soo.network 35 17 63 8K"
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @KaitoAI  and  @soon_svm soon 281
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @fimmonaci  @Tuteth_  and 2 others uhhh this looks a little uhhh sexual 1 75
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Tuteth_  @0xBreadguy  and  @megaeth_labs gib sneakpeek i beg you 4 6 425
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @banditxbt  @MINHxDYNASTY  and 9 others wen estrogen version 2 4 195
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @0xJohannes_ wait wtf just noticing they even removed points from the main menu now 2 5 326
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @badbunnz_ congrats bunnz! 2 197
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @CryptoSources  and  @Rabby_io 1 155
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @CryptoSources  and  @Rabby_io im putting a full body picture of you as bg 1 1 128
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @redhairshanks86 they hosted arbitrum Nigeria days there i tink 1 5 360
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @PonzuEnjoyer  and  @Rabby_io need 1 1 171
ultra,@0x_ultra,"ultra @0x_ultra · May 20 Replying to  @0xUn1c0rn this is all we need, don’t even care about the internet money anymore 1 3 72"
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @calchulus  @Rabby_io  and 2 others kek was just connected to the wallet i exclusively use for ethos stuff 1 1 515
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @IGNIS_ratio  @cited  and 2 others it’s over 8 1.1K
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @apoorveth alexa swap all my wBTC for ETH 4 73
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @Nach_211  @Rabby_io  and  @winamp beautiful 90
ultra,@0x_ultra,"Cloon(dot)Fun ultra @0x_ultra · May 20 Replying to  @goodmontheth  @4484  and  @believeapp interesting, not happening on my coin yet 1 86"
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @AMAN_TANG_ 米莱迪 1 1 155
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @hotpot_dao 1 9 432
ultra,@0x_ultra,"ultra @0x_ultra · May 20 Replying to  @jessepollak  and  @Rabby_io if you add customisation to cb wallet im fully switching to it on mobile  (although the endgame would be desktop extension wallet with customizabale shortcuts, theme & so on)  would be insanely cool to see a company create a “wallet core sdk” others can expand on top of 2 530"
ultra,@0x_ultra,ultra @0x_ultra · May 20 Replying to  @MajinBobo0x gud dev 1 2 111
ultra,@0x_ultra,ultra @0x_ultra · May 19 Replying to  @freddy_0x hello 1 1 116
ultra,@0x_ultra,ultra @0x_ultra · May 19 Replying to  @zacxbt  and  @ethos_network holy congrats 2 246
ultra,@0x_ultra,ultra @0x_ultra · May 19 Replying to  @nech_n_  and  @Rabby_io don’t worry about it 1 1 137
ultra,@0x_ultra,ultra @0x_ultra · May 19 Replying to  @Onlycryptonopo2  and  @Rabby_io us the 2008 teenagers 1 84
